START_ID,END_ID,TYPE
201,278,EDGE
201,279,EDGE
201,280,EDGE
201,281,EDGE
201,282,EDGE
201,283,EDGE
201,284,EDGE
201,285,EDGE
201,286,EDGE
201,287,EDGE
201,288,EDGE
201,289,EDGE
201,290,EDGE
201,291,EDGE
201,292,EDGE
201,293,EDGE
201,294,EDGE
201,295,EDGE
201,296,EDGE
201,297,EDGE
201,298,EDGE
201,299,EDGE
201,300,EDGE
201,301,EDGE
201,302,EDGE
201,303,EDGE
201,304,EDGE
305,306,EDGE
305,307,EDGE
305,308,EDGE
309,310,EDGE
309,311,EDGE
309,312,EDGE
309,313,EDGE
309,314,EDGE
309,315,EDGE
309,316,EDGE
309,317,EDGE
309,318,EDGE
309,319,EDGE
309,320,EDGE
309,321,EDGE
309,322,EDGE
309,323,EDGE
309,324,EDGE
309,325,EDGE
309,326,EDGE
309,327,EDGE
309,328,EDGE
309,329,EDGE
309,330,EDGE
309,331,EDGE
309,332,EDGE
309,333,EDGE
309,334,EDGE
309,335,EDGE
309,336,EDGE
309,337,EDGE
309,338,EDGE
309,339,EDGE
309,340,EDGE
309,341,EDGE
309,342,EDGE
309,343,EDGE
309,344,EDGE
309,345,EDGE
309,346,EDGE
309,347,EDGE
309,348,EDGE
309,349,EDGE
309,350,EDGE
309,351,EDGE
309,352,EDGE
309,353,EDGE
309,354,EDGE
309,355,EDGE
309,356,EDGE
309,357,EDGE
309,358,EDGE
309,359,EDGE
309,360,EDGE
309,361,EDGE
309,362,EDGE
309,363,EDGE
309,364,EDGE
309,365,EDGE
309,366,EDGE
309,367,EDGE
309,368,EDGE
309,369,EDGE
309,370,EDGE
309,371,EDGE
309,372,EDGE
309,373,EDGE
309,374,EDGE
309,375,EDGE
309,376,EDGE
309,377,EDGE
309,378,EDGE
309,379,EDGE
309,380,EDGE
309,381,EDGE
309,382,EDGE
309,383,EDGE
309,384,EDGE
309,385,EDGE
309,386,EDGE
309,387,EDGE
309,388,EDGE
309,389,EDGE
309,390,EDGE
309,391,EDGE
392,393,EDGE
392,394,EDGE
392,395,EDGE
392,396,EDGE
392,397,EDGE
392,398,EDGE
392,392,EDGE
392,399,EDGE
392,400,EDGE
392,401,EDGE
392,402,EDGE
403,404,EDGE
403,405,EDGE
403,406,EDGE
403,407,EDGE
403,408,EDGE
403,409,EDGE
403,410,EDGE
403,411,EDGE
403,412,EDGE
403,413,EDGE
403,414,EDGE
403,415,EDGE
403,416,EDGE
403,417,EDGE
418,419,EDGE
420,421,EDGE
420,422,EDGE
420,423,EDGE
420,424,EDGE
420,425,EDGE
420,426,EDGE
420,427,EDGE
420,428,EDGE
420,181,EDGE
420,429,EDGE
420,430,EDGE
420,431,EDGE
420,432,EDGE
420,433,EDGE
420,434,EDGE
420,435,EDGE
420,436,EDGE
420,437,EDGE
438,439,EDGE
438,440,EDGE
438,441,EDGE
442,443,EDGE
442,442,EDGE
444,176,EDGE
444,227,EDGE
444,445,EDGE
444,446,EDGE
444,447,EDGE
444,448,EDGE
444,179,EDGE
444,449,EDGE
444,215,EDGE
444,450,EDGE
444,451,EDGE
444,452,EDGE
444,453,EDGE
444,454,EDGE
444,455,EDGE
456,457,EDGE
456,458,EDGE
456,459,EDGE
456,460,EDGE
456,461,EDGE
456,462,EDGE
456,463,EDGE
456,464,EDGE
456,465,EDGE
456,466,EDGE
456,467,EDGE
456,468,EDGE
456,469,EDGE
456,470,EDGE
456,471,EDGE
456,472,EDGE
456,473,EDGE
456,474,EDGE
456,215,EDGE
456,475,EDGE
456,476,EDGE
456,477,EDGE
456,478,EDGE
456,479,EDGE
456,480,EDGE
456,481,EDGE
456,482,EDGE
456,483,EDGE
456,484,EDGE
456,485,EDGE
456,486,EDGE
456,227,EDGE
456,487,EDGE
456,488,EDGE
456,489,EDGE
456,490,EDGE
456,491,EDGE
456,492,EDGE
456,440,EDGE
456,493,EDGE
456,494,EDGE
456,495,EDGE
456,496,EDGE
456,497,EDGE
456,498,EDGE
456,499,EDGE
456,500,EDGE
456,501,EDGE
456,502,EDGE
456,503,EDGE
456,504,EDGE
456,505,EDGE
456,506,EDGE
456,507,EDGE
456,508,EDGE
456,509,EDGE
456,510,EDGE
456,511,EDGE
456,512,EDGE
456,513,EDGE
456,514,EDGE
456,515,EDGE
456,516,EDGE
456,517,EDGE
456,518,EDGE
456,519,EDGE
456,520,EDGE
456,521,EDGE
456,522,EDGE
456,523,EDGE
456,524,EDGE
456,525,EDGE
456,526,EDGE
456,527,EDGE
456,528,EDGE
456,529,EDGE
456,530,EDGE
456,441,EDGE
456,531,EDGE
456,532,EDGE
456,533,EDGE
456,176,EDGE
456,534,EDGE
456,535,EDGE
456,536,EDGE
456,179,EDGE
456,537,EDGE
456,538,EDGE
456,539,EDGE
456,540,EDGE
456,541,EDGE
456,542,EDGE
456,543,EDGE
456,544,EDGE
456,545,EDGE
456,546,EDGE
456,547,EDGE
456,548,EDGE
456,549,EDGE
456,550,EDGE
456,551,EDGE
456,552,EDGE
456,553,EDGE
456,554,EDGE
456,555,EDGE
456,556,EDGE
456,557,EDGE
456,558,EDGE
456,559,EDGE
456,560,EDGE
456,561,EDGE
456,562,EDGE
456,563,EDGE
456,564,EDGE
456,565,EDGE
456,566,EDGE
456,567,EDGE
456,568,EDGE
456,569,EDGE
570,571,EDGE
570,572,EDGE
570,573,EDGE
570,574,EDGE
570,575,EDGE
570,576,EDGE
570,577,EDGE
570,578,EDGE
570,579,EDGE
570,580,EDGE
570,581,EDGE
570,582,EDGE
583,584,EDGE
583,585,EDGE
583,586,EDGE
583,587,EDGE
583,588,EDGE
583,461,EDGE
583,151,EDGE
583,589,EDGE
583,590,EDGE
583,591,EDGE
583,592,EDGE
583,181,EDGE
583,593,EDGE
583,594,EDGE
583,595,EDGE
583,596,EDGE
583,597,EDGE
583,184,EDGE
583,144,EDGE
598,599,EDGE
598,600,EDGE
598,601,EDGE
598,602,EDGE
598,603,EDGE
598,604,EDGE
598,305,EDGE
598,605,EDGE
598,606,EDGE
598,607,EDGE
598,608,EDGE
598,609,EDGE
598,610,EDGE
598,611,EDGE
598,612,EDGE
598,613,EDGE
598,614,EDGE
598,615,EDGE
598,616,EDGE
598,617,EDGE
598,618,EDGE
598,619,EDGE
598,35,EDGE
598,620,EDGE
598,621,EDGE
598,622,EDGE
598,623,EDGE
598,624,EDGE
598,625,EDGE
598,626,EDGE
598,627,EDGE
598,628,EDGE
598,629,EDGE
598,630,EDGE
598,631,EDGE
598,632,EDGE
598,633,EDGE
598,634,EDGE
598,635,EDGE
598,636,EDGE
598,637,EDGE
598,638,EDGE
598,639,EDGE
598,640,EDGE
598,641,EDGE
598,642,EDGE
598,643,EDGE
598,644,EDGE
598,645,EDGE
598,646,EDGE
598,647,EDGE
598,648,EDGE
598,649,EDGE
598,650,EDGE
598,651,EDGE
598,652,EDGE
598,653,EDGE
598,654,EDGE
598,655,EDGE
598,656,EDGE
598,657,EDGE
598,658,EDGE
598,659,EDGE
598,660,EDGE
598,661,EDGE
598,662,EDGE
598,663,EDGE
598,664,EDGE
598,665,EDGE
598,666,EDGE
598,667,EDGE
598,668,EDGE
598,669,EDGE
598,670,EDGE
598,671,EDGE
598,672,EDGE
598,673,EDGE
598,674,EDGE
598,675,EDGE
598,676,EDGE
598,677,EDGE
598,678,EDGE
598,679,EDGE
598,680,EDGE
598,681,EDGE
598,682,EDGE
598,683,EDGE
598,684,EDGE
598,685,EDGE
598,686,EDGE
598,687,EDGE
598,688,EDGE
598,689,EDGE
598,690,EDGE
598,691,EDGE
598,692,EDGE
598,693,EDGE
598,694,EDGE
598,695,EDGE
598,696,EDGE
598,697,EDGE
598,698,EDGE
598,699,EDGE
598,700,EDGE
598,701,EDGE
598,702,EDGE
598,703,EDGE
598,704,EDGE
598,705,EDGE
598,706,EDGE
598,707,EDGE
598,708,EDGE
598,709,EDGE
598,710,EDGE
598,711,EDGE
598,712,EDGE
598,713,EDGE
598,714,EDGE
598,715,EDGE
598,716,EDGE
598,717,EDGE
598,718,EDGE
598,719,EDGE
598,308,EDGE
598,174,EDGE
598,720,EDGE
598,721,EDGE
598,722,EDGE
598,723,EDGE
598,724,EDGE
598,725,EDGE
598,726,EDGE
598,727,EDGE
598,306,EDGE
598,187,EDGE
598,307,EDGE
598,728,EDGE
598,729,EDGE
598,730,EDGE
598,731,EDGE
598,732,EDGE
598,733,EDGE
598,734,EDGE
598,735,EDGE
598,736,EDGE
598,737,EDGE
598,738,EDGE
598,739,EDGE
740,741,EDGE
740,742,EDGE
740,743,EDGE
740,72,EDGE
740,744,EDGE
740,745,EDGE
740,746,EDGE
740,747,EDGE
740,748,EDGE
740,749,EDGE
740,750,EDGE
740,751,EDGE
740,752,EDGE
740,753,EDGE
740,754,EDGE
740,755,EDGE
740,756,EDGE
740,757,EDGE
740,758,EDGE
740,759,EDGE
740,760,EDGE
740,761,EDGE
740,762,EDGE
740,763,EDGE
740,764,EDGE
740,765,EDGE
740,766,EDGE
740,767,EDGE
740,768,EDGE
740,769,EDGE
740,770,EDGE
740,771,EDGE
740,772,EDGE
740,773,EDGE
740,774,EDGE
740,775,EDGE
740,776,EDGE
777,778,EDGE
777,779,EDGE
777,780,EDGE
777,781,EDGE
777,782,EDGE
777,783,EDGE
777,784,EDGE
777,785,EDGE
777,570,EDGE
777,786,EDGE
777,787,EDGE
777,788,EDGE
777,789,EDGE
777,777,EDGE
777,790,EDGE
777,576,EDGE
777,791,EDGE
777,792,EDGE
777,793,EDGE
777,794,EDGE
777,795,EDGE
777,796,EDGE
777,797,EDGE
777,798,EDGE
777,799,EDGE
777,800,EDGE
777,801,EDGE
777,802,EDGE
777,803,EDGE
777,804,EDGE
777,805,EDGE
777,806,EDGE
777,807,EDGE
777,808,EDGE
777,809,EDGE
777,769,EDGE
777,810,EDGE
777,770,EDGE
777,811,EDGE
777,812,EDGE
777,813,EDGE
777,814,EDGE
777,815,EDGE
777,816,EDGE
777,817,EDGE
777,818,EDGE
777,819,EDGE
777,820,EDGE
777,821,EDGE
777,822,EDGE
777,823,EDGE
777,824,EDGE
777,578,EDGE
777,825,EDGE
777,826,EDGE
777,827,EDGE
777,828,EDGE
777,829,EDGE
777,830,EDGE
777,831,EDGE
777,581,EDGE
777,832,EDGE
777,833,EDGE
777,834,EDGE
777,835,EDGE
777,836,EDGE
777,837,EDGE
777,838,EDGE
777,839,EDGE
777,840,EDGE
841,842,EDGE
841,843,EDGE
841,19,EDGE
841,844,EDGE
841,122,EDGE
845,846,EDGE
845,847,EDGE
845,848,EDGE
845,849,EDGE
845,850,EDGE
845,851,EDGE
845,852,EDGE
845,853,EDGE
613,623,EDGE
854,855,EDGE
854,856,EDGE
854,857,EDGE
854,858,EDGE
854,859,EDGE
854,860,EDGE
854,861,EDGE
854,862,EDGE
854,863,EDGE
854,864,EDGE
854,865,EDGE
854,866,EDGE
854,867,EDGE
854,868,EDGE
854,869,EDGE
854,870,EDGE
854,141,EDGE
854,871,EDGE
854,872,EDGE
854,873,EDGE
854,874,EDGE
854,875,EDGE
854,876,EDGE
854,877,EDGE
854,878,EDGE
854,879,EDGE
854,880,EDGE
854,881,EDGE
854,882,EDGE
854,883,EDGE
854,884,EDGE
854,885,EDGE
854,886,EDGE
854,887,EDGE
854,888,EDGE
854,889,EDGE
854,890,EDGE
854,891,EDGE
854,892,EDGE
854,893,EDGE
854,894,EDGE
854,895,EDGE
854,896,EDGE
854,897,EDGE
854,898,EDGE
854,899,EDGE
854,900,EDGE
854,901,EDGE
854,902,EDGE
854,903,EDGE
854,904,EDGE
854,905,EDGE
854,906,EDGE
854,907,EDGE
854,908,EDGE
854,909,EDGE
854,910,EDGE
854,911,EDGE
854,912,EDGE
854,913,EDGE
854,822,EDGE
854,914,EDGE
854,915,EDGE
854,916,EDGE
854,917,EDGE
854,918,EDGE
854,919,EDGE
854,920,EDGE
854,921,EDGE
854,922,EDGE
854,923,EDGE
854,924,EDGE
854,925,EDGE
854,926,EDGE
854,927,EDGE
854,928,EDGE
854,929,EDGE
854,930,EDGE
854,931,EDGE
854,932,EDGE
854,933,EDGE
854,934,EDGE
854,935,EDGE
854,936,EDGE
854,937,EDGE
854,938,EDGE
854,939,EDGE
854,940,EDGE
854,941,EDGE
854,942,EDGE
854,943,EDGE
854,944,EDGE
854,945,EDGE
854,946,EDGE
854,947,EDGE
854,948,EDGE
854,467,EDGE
854,949,EDGE
854,950,EDGE
854,951,EDGE
854,952,EDGE
854,953,EDGE
854,954,EDGE
854,955,EDGE
854,956,EDGE
854,957,EDGE
854,958,EDGE
854,959,EDGE
854,960,EDGE
854,961,EDGE
854,962,EDGE
854,963,EDGE
854,964,EDGE
854,965,EDGE
854,966,EDGE
854,967,EDGE
854,968,EDGE
854,969,EDGE
854,970,EDGE
854,971,EDGE
854,972,EDGE
854,973,EDGE
854,974,EDGE
854,975,EDGE
854,976,EDGE
854,977,EDGE
854,978,EDGE
854,979,EDGE
854,417,EDGE
854,980,EDGE
854,981,EDGE
854,982,EDGE
854,983,EDGE
854,984,EDGE
854,985,EDGE
854,986,EDGE
854,987,EDGE
854,988,EDGE
854,989,EDGE
854,990,EDGE
854,991,EDGE
854,992,EDGE
854,993,EDGE
854,994,EDGE
854,995,EDGE
854,996,EDGE
854,520,EDGE
854,997,EDGE
854,998,EDGE
854,999,EDGE
854,1000,EDGE
854,1001,EDGE
854,1002,EDGE
854,1003,EDGE
854,1004,EDGE
854,1005,EDGE
854,415,EDGE
854,1006,EDGE
854,1007,EDGE
854,1008,EDGE
854,1009,EDGE
854,1010,EDGE
854,1011,EDGE
854,1012,EDGE
854,1013,EDGE
854,1014,EDGE
854,1015,EDGE
854,1016,EDGE
854,1017,EDGE
854,1018,EDGE
854,1019,EDGE
854,1020,EDGE
854,1021,EDGE
854,1022,EDGE
854,1023,EDGE
854,1024,EDGE
854,1025,EDGE
854,1026,EDGE
854,1027,EDGE
854,1028,EDGE
854,1029,EDGE
854,1030,EDGE
854,1031,EDGE
854,551,EDGE
854,1032,EDGE
854,1033,EDGE
854,1034,EDGE
854,1035,EDGE
854,1036,EDGE
854,1037,EDGE
854,1038,EDGE
854,1039,EDGE
854,1040,EDGE
854,1041,EDGE
854,1042,EDGE
854,1043,EDGE
854,1044,EDGE
854,1045,EDGE
854,1046,EDGE
854,1047,EDGE
854,1048,EDGE
854,1049,EDGE
854,1050,EDGE
1051,1052,EDGE
1051,1053,EDGE
1051,799,EDGE
1051,1054,EDGE
1055,1056,EDGE
1057,227,EDGE
1057,135,EDGE
1057,1058,EDGE
1057,186,EDGE
1057,1059,EDGE
1057,1060,EDGE
1057,19,EDGE
1057,168,EDGE
1057,1061,EDGE
1057,1062,EDGE
1057,1063,EDGE
1057,1064,EDGE
1057,1065,EDGE
1057,1066,EDGE
1057,1067,EDGE
1057,1068,EDGE
1057,176,EDGE
1057,1069,EDGE
1057,192,EDGE
1057,179,EDGE
1057,1070,EDGE
1057,215,EDGE
1057,1071,EDGE
1057,1072,EDGE
1057,161,EDGE
1057,1073,EDGE
1057,198,EDGE
1057,437,EDGE
1074,799,EDGE
1075,1076,EDGE
1077,753,EDGE
1077,741,EDGE
1077,754,EDGE
1077,72,EDGE
1077,755,EDGE
1077,757,EDGE
1077,756,EDGE
1077,759,EDGE
1077,744,EDGE
1077,760,EDGE
1077,745,EDGE
1077,762,EDGE
1077,763,EDGE
1077,748,EDGE
1077,749,EDGE
1077,766,EDGE
1077,768,EDGE
1077,767,EDGE
1077,750,EDGE
1077,770,EDGE
1077,751,EDGE
1077,772,EDGE
1077,773,EDGE
1077,774,EDGE
1077,776,EDGE
1077,775,EDGE
1078,1079,EDGE
1078,1080,EDGE
1078,1081,EDGE
1078,816,EDGE
1078,1082,EDGE
1078,1083,EDGE
1078,1084,EDGE
1078,1085,EDGE
1078,1086,EDGE
1078,1087,EDGE
1078,1088,EDGE
1078,790,EDGE
1078,1089,EDGE
1078,576,EDGE
1078,578,EDGE
1078,1090,EDGE
1078,1091,EDGE
1078,1073,EDGE
1078,1092,EDGE
1078,1093,EDGE
1078,1094,EDGE
1078,1095,EDGE
1078,799,EDGE
1078,186,EDGE
1078,1096,EDGE
1078,1097,EDGE
1078,1098,EDGE
1078,581,EDGE
1078,1099,EDGE
1078,1100,EDGE
1078,1101,EDGE
1078,1102,EDGE
1078,1103,EDGE
1078,1104,EDGE
1078,1105,EDGE
1078,1106,EDGE
1078,1107,EDGE
1078,1108,EDGE
1078,1109,EDGE
849,227,EDGE
849,1110,EDGE
849,1111,EDGE
849,1112,EDGE
849,1113,EDGE
849,850,EDGE
849,852,EDGE
849,1114,EDGE
849,176,EDGE
849,847,EDGE
849,1115,EDGE
849,179,EDGE
849,215,EDGE
849,848,EDGE
849,1116,EDGE
849,1117,EDGE
849,1118,EDGE
849,851,EDGE
1119,1120,EDGE
1119,1121,EDGE
1119,1122,EDGE
1119,1123,EDGE
1119,861,EDGE
1119,822,EDGE
1119,1124,EDGE
1119,467,EDGE
1119,1125,EDGE
1119,1126,EDGE
1119,952,EDGE
1119,1127,EDGE
1119,1128,EDGE
1119,1129,EDGE
1119,1130,EDGE
1119,1131,EDGE
1119,1132,EDGE
1119,1023,EDGE
1119,1133,EDGE
1119,1134,EDGE
1119,1135,EDGE
1119,1136,EDGE
1119,1027,EDGE
1119,1137,EDGE
1119,1138,EDGE
1119,1139,EDGE
1119,1140,EDGE
1119,1141,EDGE
1119,1038,EDGE
1119,1142,EDGE
1119,933,EDGE
1119,935,EDGE
1119,1143,EDGE
1119,984,EDGE
1119,893,EDGE
1119,766,EDGE
1119,897,EDGE
1119,1144,EDGE
1119,520,EDGE
1119,1145,EDGE
1119,1146,EDGE
327,310,EDGE
327,311,EDGE
327,312,EDGE
327,313,EDGE
327,314,EDGE
327,315,EDGE
327,316,EDGE
327,317,EDGE
327,319,EDGE
327,320,EDGE
327,321,EDGE
327,322,EDGE
327,323,EDGE
327,324,EDGE
327,325,EDGE
327,326,EDGE
327,328,EDGE
327,329,EDGE
327,330,EDGE
327,331,EDGE
327,332,EDGE
327,333,EDGE
327,334,EDGE
327,336,EDGE
327,335,EDGE
327,337,EDGE
327,338,EDGE
327,340,EDGE
327,339,EDGE
327,341,EDGE
327,342,EDGE
327,343,EDGE
327,345,EDGE
327,346,EDGE
327,347,EDGE
327,348,EDGE
327,349,EDGE
327,350,EDGE
327,351,EDGE
327,353,EDGE
327,355,EDGE
327,356,EDGE
327,352,EDGE
327,357,EDGE
327,358,EDGE
327,359,EDGE
327,360,EDGE
327,362,EDGE
327,364,EDGE
327,363,EDGE
327,367,EDGE
327,365,EDGE
327,368,EDGE
327,370,EDGE
327,372,EDGE
327,373,EDGE
327,374,EDGE
327,376,EDGE
327,377,EDGE
327,378,EDGE
327,379,EDGE
327,380,EDGE
327,381,EDGE
327,382,EDGE
327,383,EDGE
327,384,EDGE
327,385,EDGE
327,386,EDGE
327,388,EDGE
327,389,EDGE
327,390,EDGE
327,387,EDGE
327,391,EDGE
1147,999,EDGE
1147,1148,EDGE
1147,1149,EDGE
1147,1150,EDGE
1147,1151,EDGE
1152,176,EDGE
1152,1153,EDGE
1152,1154,EDGE
1152,1155,EDGE
1152,179,EDGE
1152,1156,EDGE
1152,1152,EDGE
1152,1157,EDGE
1152,1158,EDGE
1159,1122,EDGE
1159,1160,EDGE
1159,1161,EDGE
1159,467,EDGE
1159,1126,EDGE
1159,952,EDGE
1159,951,EDGE
1159,1162,EDGE
1159,1129,EDGE
1159,1163,EDGE
1159,959,EDGE
1159,1131,EDGE
1159,1164,EDGE
1159,1165,EDGE
1159,1132,EDGE
1159,1166,EDGE
1159,1167,EDGE
1159,1168,EDGE
1159,1169,EDGE
1159,1136,EDGE
1159,972,EDGE
1159,884,EDGE
1159,1170,EDGE
1159,1119,EDGE
1159,1171,EDGE
1159,1137,EDGE
1159,1138,EDGE
1159,1172,EDGE
1159,1139,EDGE
1159,981,EDGE
1159,1173,EDGE
1159,984,EDGE
1159,893,EDGE
1159,1174,EDGE
1159,511,EDGE
1159,1175,EDGE
1159,897,EDGE
1159,1176,EDGE
1159,993,EDGE
1159,520,EDGE
1159,1145,EDGE
1159,1177,EDGE
1159,1178,EDGE
1159,908,EDGE
1159,1123,EDGE
1159,1179,EDGE
1159,1180,EDGE
1159,1124,EDGE
1159,1125,EDGE
1159,1127,EDGE
1159,1181,EDGE
1159,1182,EDGE
1159,1183,EDGE
1159,1128,EDGE
1159,920,EDGE
1159,1184,EDGE
1159,1130,EDGE
1159,1185,EDGE
1159,1023,EDGE
1159,1133,EDGE
1159,1186,EDGE
1159,1187,EDGE
1159,551,EDGE
1159,1188,EDGE
1159,1189,EDGE
1159,1190,EDGE
1159,1140,EDGE
1159,1141,EDGE
1159,1038,EDGE
1159,933,EDGE
1159,1143,EDGE
1159,1191,EDGE
1159,1192,EDGE
1159,1193,EDGE
1159,1194,EDGE
1159,1195,EDGE
1159,1043,EDGE
1159,1196,EDGE
1159,1197,EDGE
1159,1146,EDGE
1159,1047,EDGE
1198,1199,EDGE
1198,15,EDGE
1198,1200,EDGE
1198,1201,EDGE
1198,1202,EDGE
1198,1203,EDGE
1198,1204,EDGE
1198,1205,EDGE
1198,1206,EDGE
1198,81,EDGE
1198,1207,EDGE
1198,1208,EDGE
1198,27,EDGE
1198,1209,EDGE
1198,1210,EDGE
1198,89,EDGE
1198,1211,EDGE
1198,28,EDGE
1198,1212,EDGE
1198,1213,EDGE
1198,102,EDGE
1198,1214,EDGE
1198,1215,EDGE
1198,36,EDGE
1198,1216,EDGE
1198,1217,EDGE
1198,1218,EDGE
1198,1219,EDGE
1198,108,EDGE
1198,110,EDGE
1198,1220,EDGE
1198,1221,EDGE
1198,1222,EDGE
1198,1223,EDGE
1198,1224,EDGE
1198,1225,EDGE
1198,1226,EDGE
1198,1227,EDGE
1198,1228,EDGE
1198,1229,EDGE
1198,1230,EDGE
1198,765,EDGE
1198,1231,EDGE
1198,1232,EDGE
1198,1233,EDGE
1198,1234,EDGE
1198,1235,EDGE
1198,1236,EDGE
1198,1237,EDGE
1198,1238,EDGE
1198,1239,EDGE
1198,1240,EDGE
1198,1241,EDGE
1242,1243,EDGE
1242,1244,EDGE
1242,1137,EDGE
1242,1245,EDGE
1242,1246,EDGE
1242,1247,EDGE
1242,520,EDGE
1242,467,EDGE
1242,1248,EDGE
1242,1141,EDGE
1249,1250,EDGE
1249,1251,EDGE
1249,1252,EDGE
1249,1253,EDGE
1249,1254,EDGE
1249,1255,EDGE
1249,1256,EDGE
1249,1257,EDGE
1249,1258,EDGE
1249,1259,EDGE
1249,1260,EDGE
1249,1261,EDGE
1249,1262,EDGE
1249,1244,EDGE
1249,863,EDGE
1249,1247,EDGE
1249,1263,EDGE
1249,467,EDGE
1249,1008,EDGE
